Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Performance Score,Performance Category
Isha Kumar,ST3476,92.6,67.7,79.6,89.1,100.0,3.6,65.7,8.6,91.0,Excellent
Manish Shah,ST3477,74.4,92.2,100.0,66.6,97.7,8.6,90.2,7.5,100.0,Excellent
Mohit Gupta,ST3478,89.5,70.6,54.4,55.1,72.6,2.2,59.0,8.0,67.5,Average
Priya Pandey,ST3479,89.4,67.6,56.8,83.9,80.4,6.0,67.5,7.7,97.9,Excellent
Riya Pandey,ST3480,89.3,73.1,66.3,86.7,80.7,8.4,76.5,7.7,91.0,Excellent
Pooja Patel,ST3481,66.3,58.8,61.8,67.7,64.0,3.6,50.8,7.3,63.6,Average
Shreya Verma,ST3482,53.9,74.9,73.6,61.9,59.1,0.5,42.1,7.2,66.9,Average
Neha Saxena,ST3483,64.8,53.0,75.4,62.6,69.8,4.2,45.1,7.7,73.0,Good
Khushi Gupta,ST3484,75.5,55.5,71.3,71.7,61.0,3.6,50.5,7.1,72.2,Good
Shreya Shah,ST3485,56.4,66.6,65.3,63.8,54.2,3.3,63.0,8.8,76.7,Good
Manish Verma,ST3486,67.6,56.9,63.5,75.7,71.6,6.3,64.6,8.4,78.7,Good
Diya Mishra,ST3487,73.2,86.0,84.8,71.8,74.0,5.7,75.3,7.8,93.9,Excellent
Riya Kumar,ST3488,70.6,80.0,68.9,69.3,57.4,5.2,64.2,5.7,83.1,Good
Neha Pandey,ST3489,65.9,48.0,62.7,80.8,64.2,3.8,85.7,6.1,67.6,Average
Shreya Joshi,ST3490,56.4,57.4,77.5,66.5,68.9,3.3,67.6,5.9,76.9,Good
Varun Sinha,ST3491,71.9,54.5,73.0,70.5,87.3,5.6,79.4,7.1,87.8,Excellent
Manish Patel,ST3492,72.6,58.1,62.7,78.5,62.5,5.1,64.5,7.9,86.9,Excellent
Ananya Pandey,ST3493,71.9,45.5,75.0,67.3,76.0,5.1,55.5,6.7,77.3,Good
Isha Pandey,ST3494,77.1,57.6,90.9,67.8,78.9,7.2,89.3,6.1,85.7,Excellent
Aryan Kumar,ST3495,100.0,83.1,86.8,75.0,94.9,9.0,83.4,6.6,100.0,Excellent
Khushi Gupta,ST3496,73.6,50.1,56.6,54.0,66.1,1.6,50.1,6.6,65.5,Average
Meera Mishra,ST3497,90.0,67.4,91.6,61.0,90.2,4.8,84.2,7.3,99.5,Excellent
Sneha Kumar,ST3498,57.2,52.0,56.6,70.1,58.0,5.6,46.6,6.7,73.9,Good
Riya Yadav,ST3499,100.0,84.3,85.6,71.7,84.5,10.0,100.0,5.7,100.0,Excellent
Sanya Shah,ST3500,65.1,69.0,46.1,79.7,51.8,3.0,64.4,7.4,67.7,Average
Aryan Agarwal,ST3501,74.9,67.1,46.0,71.5,78.4,5.9,73.6,7.8,82.2,Good
Sachin Mehta,ST3502,81.5,67.4,73.7,57.7,59.6,3.7,34.7,5.6,77.2,Good
Aman Sinha,ST3503,78.6,62.7,56.8,55.0,62.3,4.7,55.1,7.2,68.5,Average
Rohan Singh,ST3504,95.2,77.9,95.2,87.4,100.0,6.9,100.0,4.7,98.7,Excellent
Mohit Sinha,ST3505,58.1,46.4,48.0,60.3,67.6,5.8,79.1,6.7,64.6,Average
Sachin Verma,ST3506,85.6,100.0,95.1,90.4,73.6,4.3,100.0,7.8,94.7,Excellent
Avni Verma,ST3507,74.4,72.6,71.4,62.9,66.7,3.4,72.7,8.2,78.1,Good
Aditya Rana,ST3508,79.6,69.3,66.3,83.1,69.4,6.9,66.6,6.3,84.9,Good
Sakshi Saxena,ST3509,84.5,71.5,81.4,66.2,91.9,4.2,88.9,6.6,90.0,Excellent
Karan Chauhan,ST3510,85.7,45.0,70.5,74.8,51.3,5.6,70.3,6.7,81.8,Good
Varun Mishra,ST3511,61.3,31.8,55.4,61.3,55.1,4.5,42.7,6.0,68.8,Average
Nisha Sharma,ST3512,77.7,50.6,75.9,78.8,63.6,6.6,66.3,7.0,90.5,Excellent
Ayush Kumar,ST3513,88.7,72.0,88.7,88.0,90.5,6.5,100.0,5.8,100.0,Excellent
Anjali Kapoor,ST3514,63.7,73.9,61.9,67.7,67.1,6.6,62.6,7.4,80.4,Good
Deepak Rana,ST3515,74.6,45.7,88.1,71.2,90.4,4.9,69.9,6.3,83.7,Good
Sameer Mishra,ST3516,60.7,29.2,48.0,58.9,58.6,2.0,31.0,7.0,54.4,Average
Rahul Sharma,ST3517,78.0,63.0,61.5,72.1,43.2,1.2,62.8,8.0,71.7,Good
Rahul Agarwal,ST3518,88.3,82.1,78.8,73.4,95.5,4.3,89.5,7.7,93.2,Excellent
Anjali Verma,ST3519,57.0,44.5,39.4,66.6,54.6,2.8,51.6,7.8,57.7,Average
Nisha Kumar,ST3520,90.9,96.9,62.2,68.0,90.7,5.5,76.4,7.2,100.0,Excellent
Manish Mishra,ST3521,80.2,74.1,63.6,75.7,67.0,5.1,72.8,5.9,89.8,Excellent
Vikram Bansal,ST3522,86.6,75.4,54.0,72.7,54.5,7.3,52.6,6.7,80.1,Good
Ayush Shah,ST3523,73.0,60.8,60.9,61.4,52.1,5.4,37.3,6.8,75.3,Good
Akash Yadav,ST3524,60.8,52.6,69.4,51.7,72.7,5.2,60.9,6.6,70.6,Good
Akash Agarwal,ST3525,81.6,53.9,58.1,64.0,71.1,7.1,60.5,6.8,80.8,Good
Priya Rana,ST3526,79.1,87.3,80.4,54.7,73.2,5.1,86.0,6.1,84.5,Good
Aditya Rana,ST3527,73.3,67.9,56.8,64.5,36.1,3.1,91.6,7.2,70.1,Good
Karan Verma,ST3528,94.7,86.1,100.0,75.0,100.0,8.9,100.0,6.2,100.0,Excellent
Rohan Pandey,ST3529,78.4,74.1,85.7,100.0,51.2,5.7,46.9,6.5,77.6,Good
Tanya Agarwal,ST3530,67.7,68.1,57.6,74.3,82.8,3.7,91.3,6.0,76.7,Good
Vikram Sharma,ST3531,69.9,71.5,81.4,79.4,65.2,5.7,87.6,5.8,100.0,Excellent
Diya Joshi,ST3532,72.2,69.3,61.1,87.6,75.6,5.0,72.3,8.3,78.8,Good
Sneha Saxena,ST3533,68.6,48.4,45.0,61.5,50.5,2.2,65.9,7.5,63.0,Average
Neha Pandey,ST3534,68.5,31.9,48.6,50.2,59.2,3.2,24.9,9.0,64.1,Average
Priya Joshi,ST3535,91.0,68.6,73.0,63.3,69.9,3.8,60.1,9.0,84.1,Good
Karan Verma,ST3536,49.8,32.0,38.7,65.0,50.3,3.4,51.4,8.4,56.9,Average
Sakshi Verma,ST3537,95.6,100.0,100.0,80.2,88.7,8.5,93.9,5.3,100.0,Excellent
Deepak Malhotra,ST3538,93.7,99.3,76.2,81.0,75.6,4.6,96.0,8.5,98.8,Excellent
Aryan Yadav,ST3539,69.8,57.2,58.1,76.0,61.3,6.0,82.0,6.8,76.7,Good
Pranav Joshi,ST3540,67.2,45.7,63.2,64.6,65.0,1.9,72.1,7.1,72.6,Good
Avni Verma,ST3541,66.4,55.2,67.2,66.0,43.3,4.6,57.5,6.6,68.7,Average
Meera Mehta,ST3542,51.4,36.5,48.6,59.8,47.6,2.9,56.0,6.9,55.1,Average
Aditya Sharma,ST3543,62.5,49.7,47.8,61.5,46.2,2.1,40.0,7.7,64.3,Average
Shreya Verma,ST3544,78.0,92.3,98.6,91.1,99.2,7.1,100.0,9.1,100.0,Excellent
Sachin Chauhan,ST3545,100.0,82.2,94.0,84.0,83.8,6.1,78.1,5.2,100.0,Excellent
Aditya Kapoor,ST3546,60.6,58.5,68.3,70.1,67.1,2.9,64.6,9.2,83.0,Good
Deepak Gupta,ST3547,65.0,64.5,75.1,60.0,84.4,5.7,61.4,8.4,86.6,Excellent
Rahul Pandey,ST3548,80.0,80.7,70.3,87.8,72.7,4.2,86.5,6.9,85.1,Excellent
Varun Agarwal,ST3549,77.8,90.9,72.4,74.4,79.0,7.2,70.2,6.2,87.2,Excellent
Ishaan Gupta,ST3550,59.1,33.3,45.0,50.6,37.5,0.5,34.5,6.2,37.5,At Risk
Khushi Chauhan,ST3551,59.7,25.0,46.4,59.1,59.7,1.9,34.7,6.5,62.5,Average
Sanya Yadav,ST3552,92.6,76.0,81.1,85.8,76.7,2.8,78.5,6.7,83.0,Good
Neha Patel,ST3553,70.4,25.8,59.8,43.4,42.5,0.5,33.3,7.4,55.5,Average
Shreya Shah,ST3554,67.3,49.0,60.2,69.3,55.7,3.3,74.9,7.2,72.1,Good
Shreya Chauhan,ST3555,78.3,44.8,52.7,67.0,55.9,6.3,60.3,7.6,68.5,Average
Karan Kumar,ST3556,76.8,56.9,67.9,65.6,78.9,5.9,73.7,7.5,81.0,Good
Pooja Sharma,ST3557,54.4,64.6,71.5,87.4,73.2,5.0,68.4,7.2,75.8,Good
Shreya Pandey,ST3558,60.7,60.3,52.0,63.7,56.9,3.7,68.5,7.1,73.9,Good
Khushi Patel,ST3559,67.4,64.0,79.6,72.4,69.7,6.8,72.9,7.9,90.7,Excellent
Akash Shah,ST3560,80.4,53.5,65.9,65.1,69.7,6.6,66.6,7.6,81.9,Good
Karan Gupta,ST3561,99.0,92.1,100.0,81.5,100.0,6.3,80.7,7.3,100.0,Excellent
Aman Malhotra,ST3562,64.4,35.3,40.9,61.1,53.3,3.8,52.2,6.7,62.9,Average
Ishaan Mehta,ST3563,72.5,71.0,61.5,66.0,70.5,2.9,77.2,8.4,84.3,Good
Sachin Chauhan,ST3564,77.5,52.3,73.5,72.2,63.9,4.4,64.9,7.9,72.9,Good
Ananya Yadav,ST3565,72.2,37.9,77.5,69.5,62.0,5.2,64.8,6.7,85.2,Excellent
Karan Rana,ST3566,58.0,29.9,43.8,58.5,53.5,1.6,45.3,5.5,52.2,Average
Nikhil Chauhan,ST3567,94.6,76.7,85.9,82.5,82.8,5.5,100.0,7.0,96.3,Excellent
Anjali Chauhan,ST3568,68.7,66.2,59.4,74.2,67.9,2.1,75.8,6.7,80.9,Good
Sakshi Kapoor,ST3569,55.3,50.0,61.0,64.2,47.7,3.6,53.9,7.9,67.2,Average
Kavya Joshi,ST3570,80.5,64.5,65.7,97.7,77.6,3.6,67.4,7.4,83.4,Good
Sanya Gupta,ST3571,88.7,77.8,93.6,96.4,93.0,5.3,99.0,5.3,92.9,Excellent
Priya Pandey,ST3572,64.7,80.3,73.3,66.4,77.5,6.8,67.6,7.1,84.3,Good
Nikhil Malhotra,ST3573,79.8,77.8,48.8,80.9,69.9,3.3,67.2,8.9,79.1,Good
Ishaan Kapoor,ST3574,85.5,96.2,87.9,74.6,66.1,7.8,85.9,6.5,90.0,Excellent
Sameer Singh,ST3575,57.7,55.8,50.3,56.2,79.9,5.1,43.1,7.0,61.8,Average
Kavya Sinha,ST3576,90.7,91.7,92.7,91.9,88.6,8.3,100.0,6.3,100.0,Excellent
Nikhil Malhotra,ST3577,76.7,68.8,69.9,84.8,75.6,5.3,90.7,7.0,81.5,Good
Diya Pandey,ST3578,65.5,54.6,50.1,67.1,56.3,2.6,57.0,8.8,72.6,Good
Shivam Gupta,ST3579,65.1,46.0,71.0,58.7,56.0,2.1,58.7,8.4,67.9,Average
Aryan Patel,ST3580,65.1,46.6,71.9,60.0,53.5,0.8,51.1,6.9,56.4,Average
Pooja Verma,ST3581,52.1,25.0,35.1,54.7,52.1,3.4,28.3,7.1,60.7,Average
Amit Malhotra,ST3582,86.6,72.9,88.1,70.1,69.6,6.0,60.6,6.9,86.9,Excellent
Aarav Pandey,ST3583,69.5,55.4,30.6,70.1,56.6,4.2,71.2,7.5,72.4,Good
Nikhil Mishra,ST3584,62.6,65.5,72.7,70.2,46.5,0.5,66.9,8.0,76.8,Good
Varun Kapoor,ST3585,70.0,43.4,38.7,55.6,50.2,2.5,65.5,7.2,62.4,Average
Nisha Mishra,ST3586,88.9,56.9,81.8,63.7,68.3,6.8,78.7,5.5,85.4,Excellent
Riya Saxena,ST3587,86.5,77.4,73.2,84.5,71.6,7.6,66.4,6.6,98.9,Excellent
Shivam Pandey,ST3588,75.9,52.4,48.4,66.5,61.9,4.1,50.7,6.7,69.3,Average
Akash Sharma,ST3589,78.7,79.5,63.9,52.7,66.2,5.3,75.3,6.1,85.7,Excellent
Aarav Rana,ST3590,81.4,67.7,60.1,74.8,64.2,3.5,49.6,8.0,77.9,Good
Aditya Pandey,ST3591,85.6,92.0,85.6,79.7,86.8,7.1,76.6,6.8,99.3,Excellent
Ananya Malhotra,ST3592,72.3,51.5,64.4,67.7,50.5,2.8,50.2,6.2,68.2,Average
Riya Saxena,ST3593,75.4,65.0,84.8,67.7,55.6,3.1,76.0,9.2,80.5,Good
Sameer Singh,ST3594,56.2,66.9,57.6,57.0,43.1,1.7,63.7,7.8,63.3,Average
Shivam Gupta,ST3595,84.8,63.5,70.5,86.0,71.9,3.0,70.8,8.0,80.3,Good
Priya Yadav,ST3596,79.2,77.1,85.3,88.9,69.2,5.7,80.0,8.0,87.2,Excellent
Deepak Pandey,ST3597,66.1,51.6,54.7,62.5,43.5,1.3,72.6,7.0,61.7,Average
Meera Joshi,ST3598,67.4,58.8,54.8,70.1,76.1,3.5,64.2,7.7,74.2,Good
Varun Kumar,ST3599,81.3,95.1,98.1,74.6,83.0,8.0,67.2,4.7,98.6,Excellent
Manish Patel,ST3600,90.6,89.7,81.5,66.9,72.4,3.8,86.5,8.1,91.3,Excellent
Priya Shah,ST3601,71.0,65.5,75.1,86.3,66.9,5.9,63.8,6.8,89.0,Excellent
Diya Shah,ST3602,59.5,67.9,49.3,61.6,76.8,5.3,41.5,7.5,79.3,Good
Neha Pandey,ST3603,63.1,47.9,59.0,79.4,63.4,3.7,67.5,7.1,78.3,Good
Neha Mishra,ST3604,83.9,69.7,92.4,81.2,70.4,6.3,80.8,8.7,94.2,Excellent
Manish Malhotra,ST3605,75.8,57.5,74.4,74.6,78.2,4.5,74.9,8.3,82.0,Good
Arjun Agarwal,ST3606,68.5,48.5,46.9,54.8,46.5,3.7,54.3,4.5,54.7,Average
Pranav Saxena,ST3607,80.1,70.4,87.8,81.5,87.2,3.4,88.2,7.7,95.8,Excellent
Pranav Mishra,ST3608,74.0,56.9,40.2,53.9,53.5,6.6,46.0,6.5,65.9,Average
Diya Joshi,ST3609,54.6,55.1,45.8,69.3,45.3,5.1,46.3,7.6,63.7,Average
Meera Sinha,ST3610,54.4,38.2,69.7,56.3,48.1,0.5,32.5,8.1,59.2,Average
Varun Sinha,ST3611,72.9,57.5,63.9,81.5,75.1,6.2,70.8,6.1,80.6,Good
Deepak Kapoor,ST3612,63.5,51.4,54.2,59.8,58.3,2.2,70.5,7.2,73.3,Good
Sachin Chauhan,ST3613,49.6,25.3,50.9,50.3,41.1,3.9,33.5,6.1,50.2,Average
Ayush Agarwal,ST3614,63.6,60.2,75.2,69.1,55.6,5.7,72.4,8.4,81.4,Good
Priya Mishra,ST3615,55.8,59.1,48.1,70.8,52.6,2.0,52.9,7.7,56.8,Average
Tanya Verma,ST3616,79.2,65.6,69.5,84.9,75.9,5.3,73.9,7.4,92.1,Excellent
Manish Patel,ST3617,73.4,61.4,77.0,60.4,71.2,2.5,33.6,7.6,66.2,Average
Tanya Rana,ST3618,87.8,71.1,82.5,85.3,100.0,7.8,100.0,5.6,100.0,Excellent
Rahul Sharma,ST3619,83.6,57.6,69.5,74.5,82.1,5.3,61.1,7.6,84.1,Good
Shivam Malhotra,ST3620,68.5,45.7,61.3,44.7,66.5,2.6,64.0,9.1,69.0,Average
Arjun Pandey,ST3621,84.3,65.2,73.2,64.4,71.5,2.1,84.1,5.8,77.1,Good
Anjali Mishra,ST3622,77.3,80.3,69.7,78.3,86.3,6.7,71.0,6.9,86.3,Excellent
Varun Kumar,ST3623,83.4,52.5,47.4,100.0,85.1,6.5,100.0,7.6,92.4,Excellent
Pooja Yadav,ST3624,59.2,68.3,52.4,59.8,50.8,2.4,76.5,6.6,65.7,Average
Pranav Patel,ST3625,66.7,30.5,67.0,65.7,61.9,1.9,64.6,8.1,65.8,Average
Deepak Mishra,ST3626,81.0,55.2,54.5,49.7,67.8,2.7,58.8,7.3,76.5,Good
Sneha Chauhan,ST3627,69.5,65.5,55.6,65.5,50.1,2.1,60.5,6.6,60.3,Average
Nisha Saxena,ST3628,75.7,49.3,58.2,73.1,71.8,5.0,67.7,4.5,72.5,Good
Diya Pandey,ST3629,74.0,72.5,83.4,93.0,67.8,0.9,77.4,7.4,80.3,Good
Aman Mishra,ST3630,92.0,63.5,69.2,70.5,91.4,7.1,52.7,6.7,89.8,Excellent
Sakshi Rana,ST3631,90.8,78.6,83.5,61.8,91.5,5.5,75.4,8.2,92.1,Excellent
Anjali Chauhan,ST3632,68.7,36.8,51.5,60.1,53.8,5.0,57.1,7.3,66.9,Average
Ayush Joshi,ST3633,55.0,56.7,36.3,48.3,48.4,3.4,39.6,6.7,67.5,Average
Nikhil Shah,ST3634,69.0,51.5,63.0,53.8,36.9,3.3,47.0,5.6,65.2,Average
Nikhil Bansal,ST3635,63.9,40.7,77.1,73.5,57.9,3.2,46.2,8.1,67.7,Average
Rahul Mishra,ST3636,64.3,55.7,60.9,61.9,56.6,4.8,71.7,7.1,76.6,Good
Pranav Sinha,ST3637,83.2,97.8,60.2,70.1,90.2,3.1,74.6,6.8,86.9,Excellent
Sameer Kumar,ST3638,66.5,39.5,48.6,72.1,54.5,5.2,52.1,6.4,71.3,Good
Ishaan Chauhan,ST3639,79.7,70.7,76.8,92.6,79.8,3.4,71.7,8.4,87.1,Excellent
Shivam Rana,ST3640,51.9,37.5,47.4,39.5,40.8,1.8,41.2,8.8,51.6,Average
Akash Saxena,ST3641,91.5,65.1,55.7,86.5,75.7,7.8,80.9,6.0,82.3,Good
Rohan Pandey,ST3642,75.8,53.6,52.4,67.2,60.4,8.1,62.6,4.5,81.6,Good
Riya Shah,ST3643,89.6,77.6,77.1,75.1,89.0,6.8,93.4,6.6,98.8,Excellent
Isha Chauhan,ST3644,67.5,43.8,52.7,46.7,68.3,0.7,73.3,7.7,65.6,Average
Pooja Sinha,ST3645,54.3,53.7,40.9,60.8,60.7,5.2,48.0,7.0,70.2,Good
Tanya Agarwal,ST3646,90.1,55.5,68.6,62.0,49.8,4.0,67.4,5.6,79.6,Good
Tanya Agarwal,ST3647,73.7,71.4,64.2,70.0,68.1,2.5,69.7,8.8,71.9,Good
Anjali Rana,ST3648,53.9,67.9,52.4,86.2,70.9,4.4,49.7,5.2,72.2,Good
Khushi Rana,ST3649,82.5,43.9,65.0,62.5,54.9,1.8,71.8,6.6,60.8,Average
Avni Agarwal,ST3650,64.8,54.0,48.5,54.3,76.3,4.4,60.7,6.1,68.0,Average
Anjali Saxena,ST3651,63.7,51.8,41.6,48.4,37.2,0.5,62.1,6.5,56.8,Average
Tanya Pandey,ST3652,86.0,81.1,60.9,88.3,72.3,2.4,91.9,5.1,80.1,Good
Sameer Sharma,ST3653,89.5,100.0,84.8,93.5,84.5,5.4,100.0,7.0,100.0,Excellent
Sanya Kumar,ST3654,80.3,71.5,66.0,78.5,74.3,3.9,69.0,8.6,83.6,Good
Kavya Kumar,ST3655,65.3,47.4,46.2,61.3,72.5,3.9,75.2,7.0,67.0,Average
Pranav Kumar,ST3656,75.0,51.1,58.4,61.2,59.3,5.3,48.6,6.0,71.8,Good
Aarav Mehta,ST3657,85.8,68.5,74.2,89.8,68.0,7.7,78.5,8.1,90.0,Excellent
Rohan Bansal,ST3658,67.7,79.4,92.6,64.8,77.8,2.4,71.8,8.1,80.1,Good
Aryan Singh,ST3659,81.2,57.0,60.9,58.1,72.6,3.7,78.9,6.3,80.3,Good
Arjun Sinha,ST3660,78.8,73.6,43.0,68.6,88.6,4.4,92.3,7.4,88.0,Excellent
Shreya Bansal,ST3661,69.8,46.3,25.0,54.5,30.9,1.6,49.7,8.5,57.6,Average
Priya Chauhan,ST3662,79.3,71.2,64.1,77.3,92.6,7.9,70.7,5.8,92.9,Excellent
Khushi Saxena,ST3663,75.5,67.3,100.0,78.5,73.0,5.1,69.0,7.1,98.0,Excellent
Shivam Kapoor,ST3664,57.6,48.1,54.7,60.4,73.6,4.7,41.3,6.6,68.3,Average
Sachin Kumar,ST3665,56.2,45.4,60.9,55.3,52.4,6.4,53.8,5.6,64.1,Average
Sneha Rana,ST3666,69.3,63.0,78.5,74.1,75.2,2.0,59.8,7.5,79.4,Good
Varun Saxena,ST3667,99.7,77.4,71.2,97.9,75.4,5.5,100.0,7.4,100.0,Excellent
Pranav Saxena,ST3668,60.7,54.2,46.3,57.5,75.1,5.2,58.7,7.0,76.1,Good
Varun Joshi,ST3669,73.7,52.0,63.2,54.0,47.0,3.8,70.1,6.3,74.7,Good
Aman Mishra,ST3670,84.4,78.7,47.1,72.1,73.0,6.5,88.6,8.9,94.9,Excellent
Aditya Yadav,ST3671,100.0,95.5,98.6,100.0,85.5,6.2,99.8,6.4,100.0,Excellent
Deepak Kumar,ST3672,79.7,53.2,71.0,64.2,72.3,5.4,67.1,7.5,84.3,Good
Khushi Mehta,ST3673,71.2,67.3,79.6,74.8,85.3,3.9,67.5,7.9,86.6,Excellent
Aarav Shah,ST3674,85.7,73.9,84.7,73.1,79.1,7.9,100.0,4.5,86.2,Excellent
Ananya Patel,ST3675,85.1,54.0,76.2,77.8,84.7,5.2,97.4,7.8,81.8,Good
Arjun Sinha,ST3676,68.0,57.9,58.7,44.4,54.6,5.9,62.3,6.9,68.1,Average
Sneha Bansal,ST3677,60.9,41.3,48.9,45.0,48.4,4.6,43.0,6.8,65.6,Average
Sachin Gupta,ST3678,78.1,75.3,56.4,73.2,78.4,1.1,46.5,7.3,72.5,Good
Rohan Agarwal,ST3679,69.2,47.0,40.0,60.1,56.0,5.7,47.3,7.5,70.1,Good
Sameer Agarwal,ST3680,83.4,65.0,71.0,69.2,75.2,6.9,84.4,4.5,91.9,Excellent
Sneha Yadav,ST3681,66.4,65.8,98.3,76.8,79.0,5.3,100.0,7.0,94.9,Excellent
Rohan Mehta,ST3682,69.7,62.3,72.2,71.0,66.8,6.2,68.7,7.3,73.0,Good
Aryan Yadav,ST3683,58.7,55.0,63.2,63.6,42.8,2.0,67.2,9.5,72.5,Good
Riya Sharma,ST3684,75.1,96.0,78.6,67.4,100.0,9.1,100.0,5.2,100.0,Excellent
Isha Verma,ST3685,60.9,91.8,52.0,56.9,58.9,4.1,59.5,7.5,73.2,Good
Varun Yadav,ST3686,78.6,59.6,62.2,66.8,60.0,6.8,87.2,6.3,80.6,Good
Khushi Singh,ST3687,74.5,66.6,54.3,76.1,67.0,3.5,81.0,7.7,77.4,Good
Anjali Mishra,ST3688,81.6,60.2,53.3,71.8,74.1,5.3,81.5,7.8,77.0,Good
Khushi Yadav,ST3689,78.8,76.2,76.2,88.1,72.7,6.7,69.9,6.1,90.7,Excellent
Tanya Gupta,ST3690,70.3,71.2,55.1,71.2,59.2,4.1,68.3,9.1,89.4,Excellent
Sameer Yadav,ST3691,84.3,91.5,91.4,78.6,82.0,7.2,97.9,8.1,100.0,Excellent
Sachin Mishra,ST3692,59.6,31.2,44.9,55.3,53.3,1.2,60.5,8.2,49.4,At Risk
Aman Bansal,ST3693,68.7,59.0,30.5,72.3,63.7,3.7,68.5,6.8,70.8,Good
Aman Rana,ST3694,100.0,58.6,86.9,94.5,81.6,4.9,81.1,6.5,93.5,Excellent
Sanya Verma,ST3695,76.3,46.5,53.8,74.4,100.0,5.2,88.0,7.4,78.9,Good
Ananya Agarwal,ST3696,100.0,95.3,99.6,84.0,100.0,7.0,100.0,6.4,100.0,Excellent
Pooja Saxena,ST3697,83.5,72.6,60.1,51.7,68.8,4.2,63.3,6.6,81.9,Good
Sachin Chauhan,ST3698,79.0,90.9,89.7,66.4,75.2,3.7,71.8,9.1,92.0,Excellent
Varun Sinha,ST3699,74.4,61.8,30.3,57.5,46.9,2.1,65.3,7.9,63.2,Average
Aryan Shah,ST3700,71.5,47.8,57.8,61.3,59.2,2.5,45.5,8.1,70.9,Good
Neha Gupta,ST3701,68.6,75.5,78.1,72.0,87.0,3.1,69.8,9.1,95.5,Excellent
Nikhil Gupta,ST3702,60.9,55.1,42.7,66.1,28.6,2.8,49.7,7.3,62.4,Average
Sakshi Agarwal,ST3703,67.9,58.3,47.7,66.4,66.8,5.6,62.4,6.3,75.4,Good
Varun Kapoor,ST3704,83.1,84.4,99.1,75.2,77.2,6.6,58.9,5.7,92.7,Excellent
Anjali Kapoor,ST3705,83.2,76.5,63.9,85.1,89.0,6.5,84.7,8.2,92.9,Excellent
Akash Sinha,ST3706,84.6,54.5,69.8,79.4,69.4,3.6,78.5,6.8,83.9,Good
Avni Kapoor,ST3707,66.3,63.4,52.1,65.5,39.8,3.6,50.2,4.5,62.7,Average
Shivam Patel,ST3708,73.0,91.7,100.0,76.5,74.1,4.9,70.1,4.5,90.2,Excellent
Deepak Kapoor,ST3709,84.1,85.0,75.4,81.0,55.4,5.5,62.7,5.5,91.6,Excellent
Tanya Shah,ST3710,73.5,47.2,52.9,83.6,64.6,0.5,49.8,7.2,69.5,Average
Riya Sinha,ST3711,69.7,95.6,77.5,72.2,98.3,3.4,65.2,7.0,82.3,Good
Akash Malhotra,ST3712,100.0,86.6,87.4,69.1,94.5,7.6,87.3,7.2,97.0,Excellent
Arjun Pandey,ST3713,67.0,66.8,68.3,73.6,67.9,2.9,89.5,6.1,82.3,Good
Aman Sinha,ST3714,84.4,64.8,64.6,71.2,62.2,4.2,63.9,7.3,79.3,Good
Mohit Singh,ST3715,83.9,78.8,77.2,75.4,86.5,5.0,83.9,7.9,93.7,Excellent
Arjun Saxena,ST3716,86.0,73.4,72.1,74.7,81.0,2.9,84.2,7.1,81.5,Good
Diya Singh,ST3717,78.2,76.6,77.3,63.6,75.9,8.3,53.0,6.1,91.7,Excellent
Aryan Chauhan,ST3718,49.3,50.3,47.0,63.2,50.4,3.1,39.2,6.4,68.2,Average
Diya Mehta,ST3719,69.5,68.8,46.0,62.0,52.6,2.4,86.2,8.5,73.5,Good
Isha Mehta,ST3720,69.9,68.1,66.7,62.8,65.8,5.0,56.0,5.6,78.7,Good
Tanya Verma,ST3721,57.3,51.6,62.2,58.3,53.0,2.8,62.6,8.8,74.7,Good
Neha Rana,ST3722,65.3,25.0,58.4,53.5,48.1,2.3,50.5,7.3,66.8,Average
Sneha Yadav,ST3723,45.0,25.0,28.4,43.1,38.2,2.7,20.0,6.2,41.5,At Risk
Aarav Agarwal,ST3724,79.7,72.6,79.2,80.5,77.9,5.1,74.2,7.8,91.5,Excellent
Karan Chauhan,ST3725,64.7,39.6,34.3,66.4,55.8,4.4,58.1,7.6,71.5,Good
Arjun Rana,ST3726,96.2,84.0,85.4,90.9,99.0,6.0,75.5,7.3,100.0,Excellent
Pooja Bansal,ST3727,75.9,62.9,79.5,76.0,80.8,5.6,72.3,7.6,85.6,Excellent
Deepak Rana,ST3728,82.0,42.0,43.9,57.0,70.1,4.5,48.7,7.2,67.5,Average
Pranav Chauhan,ST3729,100.0,76.2,85.1,80.8,79.4,4.7,65.3,7.5,92.3,Excellent
Ishaan Joshi,ST3730,69.4,70.8,65.0,71.0,73.3,3.3,66.8,8.6,79.0,Good
Shreya Mishra,ST3731,62.3,50.6,51.8,58.5,63.2,3.8,32.5,7.3,65.2,Average
Ananya Kapoor,ST3732,77.9,70.4,72.8,58.0,83.9,6.4,81.9,7.7,90.7,Excellent
Amit Mishra,ST3733,85.7,45.0,55.2,64.9,64.8,4.3,39.6,4.9,66.3,Average
Pooja Bansal,ST3734,74.9,77.2,88.9,99.2,73.9,6.4,73.8,7.2,100.0,Excellent
Diya Mishra,ST3735,59.4,70.4,64.7,59.0,57.7,2.8,50.5,9.5,72.1,Good
